mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
69	68	202	202	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1321									
69	68	405/2	405/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1322									
69	68	203	203	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1323									
69	68	407/2	407/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1324									
69	68	815/4	815/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1325									
69	68	204	204	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1326									
69	68	817/4	817/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1327									
69	68	403/2	403/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	1328									
70	69	409/2	409/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1329									
70	69	205	205	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1330									
70	69	411/2	411/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1331									
70	69	206	206	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1332									
70	69	413/2	413/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1333									212
70	69	827/4	827/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1334									212
70	69	207	207	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1335									212
70	69	829/4	829/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1336									
70	69	205	205	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1337									
70	69	411/2	411/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1338									
70	69	206	206	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1339									
70	69	207	207	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1340									
70	69	409/2	409/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	1341									
70	69	206	206	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1342									213
70	69	207	207	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1343									
70	69	409/2	409/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	1344									
70	69	206	206	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1345									214
70	69	207	207	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1346									
71	70	415/2	415/2	0.0	0	0	Dynamic	6/8	1	1	0						f								
71	70	415/2	415/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1347									
71	70	208	208	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1348									
71	70	417/2	417/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1349									
71	70	209	209	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	1350									
71	70	415/2	415/2	0.0	0	0	Dynamic	6/8	2	1	0						f								
71	70	415/2	415/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1351									
71	70	208	208	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1352									
71	70	417/2	417/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1353									
71	70	209	209	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	1354									
71	70	415/2	415/2	0.0	0	0	Dynamic	6/8	3	1	0						f								
71	70	415/2	415/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1355									
71	70	208	208	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1356									
71	70	417/2	417/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1357									
71	70	209	209	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	1358									
71	70	415/2	415/2	0.0	0	0	Dynamic	6/8	4	1	0						f								
71	70	415/2	415/2	1.5	0	0	Chord	6/8	4	1	3/8		r8	1/4	3/2	1359									
71	70	209	209	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1360									
71	70	419/2	419/2	0.25	1/2	1/2	Chord	6/8	4	1	1/16			1/16	1	1361									
71	70	839/4	839/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	1362									
71	70	210	210	0.25	5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	1363									
71	70	841/4	841/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	1364									
72	71	421/2	421/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1365									
72	71	211	211	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1366									
72	71	423/2	423/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1367									
72	71	212	212	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	1368									
72	71	421/2	421/2	1.5	0	0	Chord	6/8	2	1	3/8		r8	1/4	3/2	1369									
72	71	212	212	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	1370									
72	71	421/2	421/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1371									
72	71	211	211	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1372									
72	71	423/2	423/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1373									
72	71	212	212	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	1374									
72	71	421/2	421/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1375									
72	71	211	211	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1376									
72	71	423/2	423/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1377									
72	71	212	212	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1378									
72	71	425/2	425/2	0.25	1/2	1/2	Chord	6/8	4	1	1/16			1/16	1	1379									
72	71	851/4	851/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	1380									
72	71	213	213	0.25	5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	1381									
72	71	853/4	853/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	1382									
73	72	427/2	427/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1383									
73	72	214	214	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1384									
73	72	429/2	429/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1385									
73	72	215	215	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1386									
73	72	427/2	427/2	1.5	0	0	Chord	6/8	2	1	3/8		r8	1/4	3/2	1387									
73	72	215	215	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1388									
73	72	427/2	427/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1389									
73	72	214	214	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1390									
73	72	429/2	429/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1391									
73	72	215	215	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1392									
73	72	427/2	427/2	1.5	0	0	Chord	6/8	4	1	3/8		r8	1/4	3/2	1393									
73	72	215	215	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1394									
74	73	433/2	433/2	0.0	0	0	Dynamic	6/8	1	1	0						p								
74	73	433/2	433/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	1395									
74	73	433/2	433/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	1396									
74	73	433/2	433/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	1397									
74	73	433/2	433/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1398									
74	73	218	218	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16		1/16	1	1399									
74	73	218	218	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16		1/16	1	1400									
74	73	218	218	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16		1/16	1	1401									
74	73	218	218	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1402									
74	73	433/2	433/2	0.0	0	0	Dynamic	6/8	2	1	0						p								
74	73	433/2	433/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1403									215
74	73	867/4	867/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	1404									215
74	73	217	217	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1405									215
74	73	869/4	869/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1406									215
74	73	435/2	435/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1407									215
74	73	871/4	871/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1408									
74	73	218	218	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1409									216
74	73	873/4	873/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1410									216
74	73	437/2	437/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1411									216
74	73	875/4	875/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1412									216
74	73	219	219	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1413									216
74	73	877/4	877/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1414									
74	73	433/2	433/2	0.0	0	0	Dynamic	6/8	3	1	0						p								
74	73	433/2	433/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	1415									217
74	73	867/4	867/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1416									217
74	73	217	217	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1417									217
74	73	869/4	869/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1418									217
74	73	435/2	435/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1419									217
74	73	871/4	871/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1420									
74	73	218	218	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1421									218
74	73	873/4	873/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1422									218
74	73	437/2	437/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1423									218
74	73	875/4	875/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1424									218
74	73	219	219	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1425									218
74	73	877/4	877/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1426									
74	73	433/2	433/2	0.0	0	0	Dynamic	6/8	4	1	0						p								
74	73	433/2	433/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1427									
74	73	218	218	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1428									
75	74	439/2	439/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	1429									
75	74	439/2	439/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	1430									
75	74	439/2	439/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	1431									
75	74	439/2	439/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1432									
75	74	221	221	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16		1/16	1	1433									
75	74	221	221	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16		1/16	1	1434									
75	74	221	221	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16		1/16	1	1435									
75	74	221	221	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1436									
75	74	439/2	439/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1437									219
75	74	879/4	879/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	1438									219
75	74	220	220	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1439									219
75	74	881/4	881/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1440									219
75	74	441/2	441/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1441									219
75	74	883/4	883/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1442									
75	74	221	221	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1443									220
75	74	885/4	885/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1444									220
75	74	443/2	443/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1445									220
75	74	887/4	887/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1446									220
75	74	222	222	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1447									220
75	74	889/4	889/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1448									
75	74	439/2	439/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	1449									221
75	74	879/4	879/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1450									221
75	74	220	220	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1451									221
75	74	881/4	881/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1452									221
75	74	441/2	441/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1453									221
75	74	883/4	883/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1454									
75	74	221	221	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1455									222
75	74	885/4	885/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1456									222
75	74	443/2	443/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1457									222
75	74	887/4	887/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1458									222
75	74	222	222	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1459									222
75	74	889/4	889/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1460									
75	74	439/2	439/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1461									
75	74	221	221	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1462									
76	75	445/2	445/2	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	1463									
76	75	445/2	445/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1464									223
76	75	891/4	891/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	1465									223
76	75	223	223	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1466									223
76	75	893/4	893/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1467									223
76	75	447/2	447/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1468									223
76	75	895/4	895/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1469									
76	75	224	224	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1470									224
76	75	897/4	897/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1471									224
76	75	449/2	449/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1472									224
76	75	899/4	899/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1473									224
76	75	225	225	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1474									224
76	75	901/4	901/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1475									
76	75	445/2	445/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	1476									225
76	75	891/4	891/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1477									225
76	75	223	223	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1478									225
76	75	893/4	893/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1479									225
76	75	447/2	447/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1480									225
76	75	895/4	895/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1481									
76	75	224	224	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1482									226
76	75	897/4	897/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1483									226
76	75	449/2	449/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1484									226
76	75	899/4	899/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1485									226
76	75	225	225	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1486									226
76	75	901/4	901/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1487									
76	75	445/2	445/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	1488									
77	76	451/2	451/2	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	1489									
77	76	451/2	451/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1490									227
77	76	903/4	903/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	1491									227
77	76	226	226	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1492									227
77	76	905/4	905/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1493									227
77	76	453/2	453/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1494									227
77	76	907/4	907/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1495									
77	76	227	227	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1496									228
77	76	909/4	909/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1497									228
77	76	455/2	455/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1498									228
77	76	911/4	911/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1499									228
77	76	228	228	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1500									228
77	76	913/4	913/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1501									
77	76	451/2	451/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	1502									229
77	76	903/4	903/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1503									229
77	76	226	226	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1504									229
77	76	905/4	905/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1505									229
77	76	453/2	453/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1506									229
77	76	907/4	907/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1507									
77	76	227	227	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1508									230
77	76	909/4	909/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1509									230
77	76	455/2	455/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1510									230
77	76	911/4	911/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1511									230
77	76	228	228	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1512									230
77	76	913/4	913/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1513									
77	76	451/2	451/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	1514									
77	76	227	227	1.5	3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	1515									
78	77	457/2	457/2	0.0	0	0	Dynamic	6/8	1	1	0						other-dynamics								
78	77	457/2	457/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	1516									231
78	77	915/4	915/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	1517									231
78	77	229	229	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1518									231
78	77	917/4	917/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1519									231
78	77	459/2	459/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1520									231
78	77	919/4	919/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1521									
78	77	230	230	0.0	3/8	3/8	Dynamic	6/8	1	1	0						other-dynamics								
78	77	230	230	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	1522									232
78	77	921/4	921/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	1523									232
78	77	461/2	461/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1524									232
78	77	923/4	923/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1525									232
78	77	231	231	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1526									232
78	77	925/4	925/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1527									
78	77	457/2	457/2	0.0	0	0	Dynamic	6/8	2	1	0						other-dynamics								
78	77	457/2	457/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1528									233
78	77	915/4	915/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	1529									233
78	77	229	229	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1530									233
78	77	917/4	917/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1531									233
78	77	459/2	459/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1532									233
78	77	919/4	919/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1533									
78	77	230	230	0.0	3/8	3/8	Dynamic	6/8	2	1	0						other-dynamics								
78	77	230	230	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1534									234
78	77	921/4	921/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1535									234
78	77	461/2	461/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1536									234
78	77	923/4	923/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1537									234
78	77	231	231	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1538									234
78	77	925/4	925/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1539									
78	77	457/2	457/2	0.0	0	0	Dynamic	6/8	3	1	0						other-dynamics								
78	77	457/2	457/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	1540									235
78	77	915/4	915/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1541									235
78	77	229	229	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1542									235
78	77	917/4	917/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1543									235
78	77	459/2	459/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1544									235
78	77	919/4	919/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1545									
78	77	230	230	0.0	3/8	3/8	Dynamic	6/8	3	1	0						other-dynamics								
78	77	230	230	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1546									236
78	77	921/4	921/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1547									236
78	77	461/2	461/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1548									236
78	77	923/4	923/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1549									236
78	77	231	231	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1550									236
78	77	925/4	925/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1551									
78	77	457/2	457/2	0.0	0	0	Dynamic	6/8	4	1	0						other-dynamics								
78	77	457/2	457/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1552									
78	77	230	230	0.0	3/8	3/8	Dynamic	6/8	4	1	0						other-dynamics								
78	77	230	230	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1553									
79	78	463/2	463/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""6.4""/><i>poco </i>"						
79	78	463/2	463/2	0.0	0	0	Dynamic	6/8	1	1	0						f								
79	78	463/2	463/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1554									237
79	78	232	232	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1555									
79	78	465/2	465/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1556									
79	78	233	233	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1557									
79	78	234	234	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1558									
79	78	937/4	937/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1559									
79	78	463/2	463/2	0.0	0	0	StaffText	6/8	2	1	0								"<font size=""6.4""/><i>poco </i>"						
79	78	463/2	463/2	0.0	0	0	Dynamic	6/8	2	1	0						f								
79	78	463/2	463/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1560									
79	78	232	232	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1561									
79	78	465/2	465/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1562									
79	78	233	233	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1563									
79	78	463/2	463/2	0.0	0	0	StaffText	6/8	3	1	0								"<font size=""6.4""/><i>poco </i>"						
79	78	463/2	463/2	0.0	0	0	Dynamic	6/8	3	1	0						f								
79	78	463/2	463/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1564									
79	78	232	232	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1565									
79	78	465/2	465/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1566									
79	78	233	233	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1567									
79	78	463/2	463/2	0.0	0	0	StaffText	6/8	4	1	0								"<font size=""6.4""/><i>poco </i>"						
79	78	463/2	463/2	0.0	0	0	Dynamic	6/8	4	1	0						f								
79	78	463/2	463/2	1.5	0	0	Chord	6/8	4	1	3/8		r8	1/4	3/2	1568									
79	78	233	233	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1569									
80	79	469/2	469/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1570									238
80	79	235	235	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1571									
80	79	471/2	471/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1572		articStaccatoAbove							
80	79	236	236	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1573									
80	79	237	237	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1574									
80	79	949/4	949/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1575									
80	79	469/2	469/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1576									
80	79	235	235	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1577									
80	79	471/2	471/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1578									
80	79	236	236	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1579									
80	79	469/2	469/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1580									
80	79	235	235	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1581									
80	79	471/2	471/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1582									
80	79	236	236	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1583									
